SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
CN1/C(=C/C=C/C2=Nc3ccc([N+](=O)[O-])cc3C2(C)C)C(C)(C)c2cc([N+](=O)[O-])ccc21,CCO,505,,,,,,51.9,0.633,0.783,0.4,0.658
CCC[n+]1c(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)sc2ccccc21,O,521,564,,,43,,63.1,0.681,0.997,1.062,0.025
CC1(CCCC(=O)O)/C(=C/C=C/C2=C3C=C4C(CS(=O)(=O)[O-])=CC(C)(C)N(CCCS(=O)(=O)[O-])C4=[O+]C3CC(c3ccccc3)=C2)N(CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CCO,675,710,0.15,,35,,51.9,0.633,0.783,0.4,0.658
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1Nc1ccccc1,CN(C)C=O,446,,,,,,43.2,0.759,0.977,0.031,0.613
CC1(C)C(/C=C/C=C/C(=C/C=C2/N(CCCCS(=O)(=O)O)c3ccccc3C2(C)C)OC(=O)c2ccccc2)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21,O,748,784,0.0728,190000,36,5.278753601,63.1,0.681,0.997,1.062,0.025
C[N+]1=C(/C=C/C=C2/N(CCCc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,553,567,0.08,115000,14,5.06069784,45.1,0.83,1,0.072,0.647
C[n+]1c(/C=C/c2ccco2)cccc1/C=C/c1ccco1,O,416,513,,,98,,63.1,0.681,0.997,1.062,0.025
CN1/C(=C\C=C\C=C\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,742,,0.054,231000,,5.36361198,51.9,0.633,0.783,0.4,0.658
CCN1C(=O)C(=C/C=c2/c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,CCO,623,671,0.005,,48,,51.9,0.633,0.783,0.4,0.658
Cc1ccc[n+](C(=C\C=C2\Sc3ccccc3N2Cc2ccc([N+](=O)[O-])cc2)/C=C/c2sc3ccccc3[n+]2Cc2ccc([N+](=O)[O-])cc2)c1,CO,627,650,0.024,44000,23,4.643452676,55.4,0.608,0.904,0.605,0.545
CN1/C(=C(C=O)\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,493,,,37900,,4.57863921,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,CO,784,815,0.06,228000,31,5.357934847,55.4,0.608,0.904,0.605,0.545
CN(C)c1ccc(-c2oc3cc4c(cc3c(=O)c2O)N(C)/C(=C/C=C/C=C/C=C/C2=[N+](CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C4(C)C)cc1,CO,753,783,,123200,30,5.090610708,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C3Oc4cc(Oc5ccc([N+](=O)[O-])c6nonc56)ccc4C=C3CCC2)=[N+](CCCCS(=O)(=O)O)c2ccccc21,O,593,702,,,109,,63.1,0.681,0.997,1.062,0.025
CC(/C=C1\Sc2ccccc2N1CCO)=C\c1sc2ccccc2[n+]1CCO,CC#N,546,571,0.0012,,25,,45.6,0.645,0.974,0.044,0.286
CC[n+]1c(/C=C2/C=C(/C=C/c3cn(CCCCCC(=O)O)c4ccccc34)CC(C)(C)C2)sc2ccccc21,C(Cl)(Cl)Cl,607,712,0.0799,80600,105,4.906335042,39.1,0.783,0.614,0.047,0.071
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2cc(S(=O)(=O)O)ccc21,CCO,630,741,,,111,,51.9,0.633,0.783,0.4,0.658
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCO,CN(C)C=O,444,,,,,,43.2,0.759,0.977,0.031,0.613
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,C1CCOC1,556,593,,,37,,37.4,0.714,0.634,0,0.591
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCC(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCC(=O)O)c2ccc3ccccc3c21,CO,792,817,,,25,,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=C/C=C\C=c2/c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,CCO,725,751,0.0025,145100,26,5.161667412,51.9,0.633,0.783,0.4,0.658
CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1cc[n+](C)c2ccccc12,CS(=O)C,571,647,,58000,76,4.763427994,45.1,0.83,1,0.072,0.647
CN(C)c1cc[n+](CCCN2C=C/C(=C\c3sc4ccccc4[n+]3C)c3ccccc32)cc1,O,515,,,80900,,4.907948522,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C=C/C=C/C=C2/N(c3ccc(S(=O)(=O)[O-])cc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](c2ccc(S(=O)(=O)[O-])cc2)c2ccc(S(=O)(=O)[O-])cc21,CO,759,782,0.47,181000,23,5.257678575,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=CC=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,CCO,463,,,61000,,4.785329835,51.9,0.633,0.783,0.4,0.658
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCC(=O)O)c2ccccc21,CS(=O)C,798,814,0.146,61000,16,4.785329835,45.1,0.83,1,0.072,0.647
CC1(C)C(/C=C/C=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CN(C)C=O,660,678,0.14,103000,18,5.012837225,43.2,0.759,0.977,0.031,0.613
COCCOCCOCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCOCCOCCOC)c4ccccc4C3(C)C)=C2c2c(OC)cc(C(=O)OC(C)(C)C)cc2OC)C(C)(C)c2ccccc21,C(Cl)Cl,776,811,0.41,267000,35,5.426511261,40.7,0.761,0.769,0.04,0.178
CC1(C)C(/C=C/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,647,664,0.1,112000,17,5.049218023,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2c3ccccc3cc3ccccc23)C(C)(C)c2ccccc21,CC#N,766,796,0.21,267000,30,5.426511261,45.6,0.645,0.974,0.044,0.286
CCCC[n+]1c(/C=C2\C=CN(c3ccccc3)c3cc(Cl)ccc32)sc2ccccc21,CC#N,514,553,,81900,39,4.913283902,45.6,0.645,0.974,0.044,0.286
CCN(CC)c1ccc2c3c(c(=O)oc2c1)C=C1C2=[N+](CCC1O3)c1ccc(C(=O)O)cc1C2(C)C,CC#N,591,652,0.33,59000,61,4.770852012,45.6,0.645,0.974,0.044,0.286
CC(=O)OC(=C\C=C1\N(CCCCS(=O)(=O)O)c2ccccc2C1(C)C)/C=C/C=C/C1=[N+](CCCCS(=O)(=O)[O-])c2ccc(Cl)cc2C1(C)C,O,752,788,0.0694,204000,36,5.309630167,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C=C/C=C2/N(CCCCN3C(=O)c4ccccc4C3=O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,649,666,,,17,,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C(=C/c2sc3cc(NC(=O)c4ccccc4)ccc3[n+]2CC)OC)Sc2cc(NC(=O)c3ccccc3)ccc21,CC#N,565,590,0.002,,25,,45.6,0.645,0.974,0.044,0.286
CCN(CC)c1ccc(-c2ccc3ccc(N(CC)CC)cc3[o+]2)cc1,CC#N,594,637,0.023,,43,,45.6,0.645,0.974,0.044,0.286
CCCCN1C(=O)c2cccc3c4c(cc(c23)C1=O)C(C)(C)/C(=C\C=C1/CCCC(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3c(cc5c6c(cccc36)C(=O)N(CCCC)C5=O)C2(C)C)=C1Cl)N4CCCS(=O)(=O)[O-],CC#N,862,886,0.138,36350,24,4.560504415,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C2=C(SCC(=O)O)/C(=C/C=C3/N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC2)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CS(=O)C,815,827,0.096,190000,12,5.278753601,45.1,0.83,1,0.072,0.647
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)Sc2ccccc21,CS(=O)C,549,569,0.07,112000,20,5.049218023,45.1,0.83,1,0.072,0.647
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,CO,781,,,240000,,5.380211242,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,747,771,0.29,238000,24,5.376576957,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccc(O)c(C(=O)O)c4C3(C)C)=C2Cl)C(C)(C)c2c1ccc(O)c2C(=O)O,CO,805,812,0.013,,7,,55.4,0.608,0.904,0.605,0.545
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,C(Cl)Cl,566,588,,,22,,40.7,0.761,0.769,0.04,0.178
CC1(C)C2=[N+](CCC3Oc4c(c(=O)oc5c6c7c(cc45)CCCN7CCC6)C=C23)c2ccccc21,CC#N,609,675,0.22,65000,66,4.812913357,45.6,0.645,0.974,0.044,0.286
CN1/C(=C/C=C/C=C(F)/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,761,788,,221000,27,5.344392274,55.4,0.608,0.904,0.605,0.545
CN1C=CC(=CC2=Nc3cccc4cccc2c34)C=C1,CO,523,,,97000,,4.986771734,55.4,0.608,0.904,0.605,0.545
CCN(CCO)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,CCO,619,731,0.01,32950,112,4.517855419,51.9,0.633,0.783,0.4,0.658
CNC1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,O,460,483,0.0029,71500,23,4.854306042,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CO,642,662,,,20,,55.4,0.608,0.904,0.605,0.545
CCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CC)c2ccccc2)Sc2ccccc21,CO,644,665,0.066,105500,21,5.02325246,55.4,0.608,0.904,0.605,0.545
CC1CC(C)CN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)C1,O,619,726,0.01,32600,107,4.5132176,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C/C=C/C2=[N+](CCCC)c3ccccc3C2(C)C)C(C)(C)C2C=CC=CC21,O,543,590,,,47,,63.1,0.681,0.997,1.062,0.025
C(=Cc1cc[n+](CCCCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,472,666,,,194,,37.4,0.714,0.634,0,0.591
CCN1C(=C/C=C/c2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CC)N(CC)c2cc(Cl)c(Cl)cc21,CS(=O)C,522,536,0.055,,14,,45.1,0.83,1,0.072,0.647
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCc2ccccc2)C(C)(C)c2ccccc21,CN(C)C=O,647,747,,,100,,43.2,0.759,0.977,0.031,0.613
O=C(O)c1ccc(C2=C(/C=C/c3sc4ccccc4[n+]3CCCCS(=O)(=O)[O-])CCC/C2=C\C=C2/Sc3ccccc3N2CCCCS(=O)(=O)[O-])cc1,CO,800,813,,,13,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)O)cc4c3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc3c(S(=O)(=O)O)cc(S(=O)(=O)O)cc3c21,O,674,694,0.23,195000,20,5.290034611,63.1,0.681,0.997,1.062,0.025
CC[n+]1c(C=CC=C2N(C)c3ccccc3C2(C)C)oc2ccccc21,CCO,510,,,112700,,5.051923916,51.9,0.633,0.783,0.4,0.658
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCN(C(=O)OC(C)(C)C)CC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,629,725,0.02,40450,96,4.606918526,39.1,0.783,0.614,0.047,0.071
CC1(C)C(/C=C/C=C(/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccccc3C2(C)C)C(=O)O)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,754,781,0.11,83400,27,4.921166051,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,CO,649,667,0.11,112000,18,5.049218023,55.4,0.608,0.904,0.605,0.545
Clc1ccc2c(c1)N(c1ccccc1)C=C/C2=C\c1sc2ccccc2[n+]1CCC[n+]1ccccc1,CC#N,512,551,,80700,39,4.906873535,45.6,0.645,0.974,0.044,0.286
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C2c2ccccc2)C(C)(C)c2ccccc21,CC#N,756,784,0.28,287000,28,5.457881897,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)NCCCNCCCCN)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCCC(=O)NCCCNCCCCN)c2ccc3ccccc3c21,O,781,805,0.02,116000,24,5.064457989,63.1,0.681,0.997,1.062,0.025
CC[n+]1c(/C=C2\C=CN(C)c3ccccc32)oc2ccccc21,CO,480,,,64300,,4.808210973,55.4,0.608,0.904,0.605,0.545
Cc1cc(/C=C/c2cc[n+](C)cc2)c(O)c(-c2nc3ccccc3s2)c1,CO,401,695,0.18,32984,294,4.518303322,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(Cc3ccccc3)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CO,753,773,0.62,119000,20,5.075546961,55.4,0.608,0.904,0.605,0.545
CN(C)c1ccc(C=CC23OCCN2c2ccccc2C3(C)C)cc1,CCO,546,,,40987,,4.612646132,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1c(F)cc2c(c1F)OC1=C(/C=C/C3=[N+](C)c4ccccc4C3(C)C)CCCC1=C2,C(Cl)(Cl)Cl,639,738,0.04,37800,99,4.5774918,39.1,0.783,0.614,0.047,0.071
Cn1c(-c2ccco2)nn2c(/C(c3ccncc3)=c3/c4ccccc4c4n3nc(-c3ccco3)[n+]4C)c3ccccc3c12,CC#N,596,,,51286,,4.709998828,45.6,0.645,0.974,0.044,0.286
CC1=CC(=Cc2sc3ccccc3[n+]2C)C=C(C)N1CCCNCCCN1C(C)=CC(=Cc2sc3ccccc3[n+]2C)C=C1C,CN(C)C=O,445,482,,,37,,43.2,0.759,0.977,0.031,0.613
C[N+]1=C(/C=C/c2c(O)c(O)c(/C=C/C3=[N+](C)c4ccccc4C3(C)C)c3ccccc23)C(C)(C)c2ccccc21,O,534,631,0.004,,97,,63.1,0.681,0.997,1.062,0.025
CC(/C=C1\Sc2cc(NCCO)ccc2N1C)=C\c1sc2cc(NCCO)ccc2[n+]1C,CO,579,,,,,,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,749,771,0.3,242000,22,5.383815366,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C=C/C=C2/N(CCCCN3C(=O)c4ccccc4C3=O)c3ccccc3C2(C)C)=[N+](CCCCCC(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,646,663,,,17,,63.1,0.681,0.997,1.062,0.025
CCCCCC(=O)N1/C(=C/C2=C([O-])/C(=C/C3=[N+](C(=O)CCCCC)c4ccccc4C3(C)C)C2=C2C(=O)NC(=S)NC2=O)C(C)(C)c2ccccc21,CN(C)C=O,652,675,0.056,147000,23,5.167317335,43.2,0.759,0.977,0.031,0.613
C[N+]1=C(/C=C2\C(=O)C(Nc3ccccc3)=C2[O-])C(C)(C)c2ccccc21,CO,514,530,0.0072,92500,16,4.966141733,55.4,0.608,0.904,0.605,0.545
CCCCN1/C(=C\C=C(\C=C\c2sc3ccccc3[n+]2CCCC)c2ccc([N+](=O)[O-])cc2)Sc2ccccc21,CO,645,668,0.045,298333,23,5.474701295,55.4,0.608,0.904,0.605,0.545
Cc1cc(-c2ccc(/C=C/c3cccc[n+]3C)o2)c(O)c(-c2nc3ccccc3s2)c1,CO,445,743,0.165,41811,298,4.621290555,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccc(C(=O)O)cc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccc(C(=O)O)cc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,641,657,0.101,228000,16,5.357934847,51.9,0.633,0.783,0.4,0.658
CN1/C(=C\C=C\C=C\C=C\C2=[N+](CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2c1cc(I)c(I)c2I,CS(=O)C,760,794,0.49,148000,34,5.170261715,45.1,0.83,1,0.072,0.647
N#CC(C#N)=C/C=C/C=C/C=C1N(c2ccccc2)c2ccccc2N1c1ccccc1,CCO,629,664,0.25,,35,,51.9,0.633,0.783,0.4,0.658
Cc1cc(-c2ccc(/C=C/c3cc[n+](C)cc3)o2)c(O)c(-c2nc3ccccc3s2)c1,CC#N,448,770,0.115,41851,322,4.62170584,45.6,0.645,0.974,0.044,0.286
CNC1=C([O-])/C(=C/C2=[N+](C)c3ccccc3C2(C)C)C1=O,CO,463,484,0.0051,71500,21,4.854306042,55.4,0.608,0.904,0.605,0.545
CCN1c2cc3[o+]c(-c4ccccc4)cc(/C=C/C=C4\N(CCCS(=O)(=O)[O-])c5ccc(S(=O)(=O)[O-])cc5C4(C)CCCC(=O)O)c3cc2C(C)=CC1(C)C,O,664,702,0.04,,38,,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)NC(=O)CCCCCCC(=O)O)ccc21,O,647,664,0.36,212000,17,5.326335861,63.1,0.681,0.997,1.062,0.025
Cc1cc(-c2ccc(/C=C/c3cccc[n+]3C)o2)c(O)c(-c2nc3ccccc3s2)c1,CC#N,436,738,0.172,38521,302,4.585697553,45.6,0.645,0.974,0.044,0.286
CN1C=CC(=CC2=Nc3cccc4cccc2c34)C=C1,CC#N,571,,,55700,,4.745855195,45.6,0.645,0.974,0.044,0.286
CC1(C)C(/C=C/C=C/C=C2/N(Cc3ccc(C(=O)O)cc3)c3ccccc3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc(S(=O)(=O)[O-])cc21,O,645,662,0.09,128000,17,5.10720997,63.1,0.681,0.997,1.062,0.025
C[n+]1cc(/C=C/C2=CC(=C(C#N)C#N)CC(C)(C)C2)cc2ccccc21,O,568,660,,,92,,63.1,0.681,0.997,1.062,0.025
CCN1/C(=C/C=C2\CCC(/C=C/c3sc4ccc(Cl)cc4[n+]3CC)=C2N(c2ccccc2)c2ccccc2)Sc2ccc(Cl)cc21,CO,800,830,,,30,,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,O,,,0.13,174000,,5.240549248,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C\C=C\C=C\c2sc3ccccc3[n+]2CCCC)Sc2ccccc21,CO,608,628,0.051,8823,20,3.945616279,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,CCO,521,554,0.0004,,33,,51.9,0.633,0.783,0.4,0.658
CC1=C(c2ccccc2)/C(=C\C=C\c2c(-c3ccccc3)c(C)c3ccccn23)[n+]2ccccc21,C(Cl)Cl,708,741,0.01,204000,33,5.309630167,40.7,0.761,0.769,0.04,0.178
CC(C)(C)C1CC(/C=C/c2sc3ccccc3[n+]2Cc2ccccc2)=C(N2CCCCC2)/C(=C/C=C2\Sc3ccccc3N2Cc2ccccc2)C1,CO,822,849,,,27,,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C2\C(=O)C(Nc3ccccc3)=C2[O-])C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,520,534,0.045,79300,14,4.899273187,39.1,0.783,0.614,0.047,0.071
CC1(C)C(/C=C/C=C/C=C/C=C2/N(CCCCS(=O)(=O)[O-])c3ccc(C(=O)O)cc3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc(C(=O)O)cc21,O,754,780,0.1,250000,26,5.397940009,63.1,0.681,0.997,1.062,0.025
CC1(C)C(/C=C/C2=C(Oc3ccc(S(=O)(=O)[O-])cc3)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,774,795,0.087,240000,21,5.380211242,63.1,0.681,0.997,1.062,0.025
CCCCN1/C(=C\C=C\C=C\C2=[N+](CCCC)c3ccc(C(=O)O)cc3C2(C)C)C(C)(C)c2cc(C(=O)O)ccc21,CCO,657,678,,,21,,51.9,0.633,0.783,0.4,0.658
CCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C2c2ccc(Cl)cc2)C(C)(C)c2c1ccc1ccccc21,CO,802,,,,,,55.4,0.608,0.904,0.605,0.545
CN1/C(=C/C=C/C=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CC#N,741,776,0.28,202000,35,5.305351369,45.6,0.645,0.974,0.044,0.286
CN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C2NCCS(=O)(=O)O)C(C)(C)c2ccccc21,CO,635,735,,94000,100,4.973127854,55.4,0.608,0.904,0.605,0.545
CCC[n+]1ccc(/C=C/C=C/Nc2ccc3c(c2)CN2CN3Cc3c2ccc2c(C)cc(=O)oc32)c2ccccc21,O,568,634,,,66,,63.1,0.681,0.997,1.062,0.025
CN1/C(=C/C=C/C=C/C2=[N+](C)c3ccc(O)cc3C2(C)C)C(C)(C)c2cc(NC(=O)CCCc3ccc(N(CCCl)CCCl)cc3)ccc21,O,661,688,0.006,,27,,63.1,0.681,0.997,1.062,0.025
CN(C)c1ccc(/C=C/C=C\C23OCCN2c2ccccc2C3(C)C)cc1,CCO,555,,,108823,,5.036720694,51.9,0.633,0.783,0.4,0.658
C(=Cc1cc[n+](CCCCCCCCCC[n+]2ccc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc32)c2ccccc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCOC(=O)C,527,703,,,176,,38.1,0.656,0.603,0,0.542
C[N+]1=C(/C=C/C2=C3Oc4c(cc(F)c(N5CCC(C(=O)O)CC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,C(Cl)(Cl)Cl,634,731,0.03,45400,97,4.657055853,39.1,0.783,0.614,0.047,0.071
CCN1/C(=C\C(=C/c2sc3ccccc3[n+]2CC)\C=C\c2cc3c4c(c2)CCCN4CCC3)Sc2ccccc21,CO,600,,,46000,,4.662757832,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C2\C(=O)C(/C=C3\N(Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2O)=[N+](Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CO,638,652,0.065,272000,14,5.434568904,55.4,0.608,0.904,0.605,0.545
CCN1C(=O)C(=C/C=C\C=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,C(Cl)Cl,571,,,130900,,5.116939647,40.7,0.761,0.769,0.04,0.178
CN1/C(=C/c2sc3ccccc3[n+]2C)Sc2ccccc21,CO,425,,,72500,,4.860338007,55.4,0.608,0.904,0.605,0.545
CCCCCCN1/C(=C/C=C2\CCCC(/C=C/C3=[N+](CCCCCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21,C(Cl)Cl,790,,,347000,,5.540329475,40.7,0.761,0.769,0.04,0.178
CN1/C(=C/C2=Nc3cccc4cccc2c34)C(C)(C)c2ccccc21,CO,508,,,28800,,4.459392488,55.4,0.608,0.904,0.605,0.545
CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCC(=O)O)c2ccccc21,CCO,783,802,0.197,220000,19,5.342422681,51.9,0.633,0.783,0.4,0.658
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CCO,547,562,0.03,,15,,51.9,0.633,0.783,0.4,0.658
CCCCOc1ccc2cc3cc(I)c(=O)c(I)c-3oc2c1,CCO,470,,,,,,51.9,0.633,0.783,0.4,0.658
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(=O)C,552,565,0.1,137000,13,5.136720567,45.1,0.83,1,0.072,0.647
CC1=C(c2ccc(C#N)cc2)/C(=C\C=C\C=C\c2c(-c3ccc(C#N)cc3)c(C)c3ccccn23)[n+]2ccccc21,CS(=O)C,820,860,0.023,84000,40,4.924279286,45.1,0.83,1,0.072,0.647
